Condition,ID,Metabolite
irritable bowel syndrome,HMDB0003345,alpha-D-Glucose
irritable bowel syndrome,HMDB0003355,5-Aminopentanoic acid
irritable bowel syndrome,HMDB0006483,D-Aspartic acid
irritable bowel syndrome,HMDB0033752,3-(2-Hydroxyphenyl)propanoic acid
irritable bowel syndrome,HMDB0061883,Caproate (6:0)
irritable bowel syndrome (ibs),HMDB0000197,Indoleacetic acid
isolated 3-methylcrotonyl-coa carboxylase deficiency,HMDB0000157,Hypoxanthine
isolated 3-methylcrotonyl-coa carboxylase deficiency,HMDB0000243,Pyruvic acid
isolated 3-methylcrotonyl-coa carboxylase deficiency,HMDB0000289,Uric acid
isolated 3-methylcrotonyl-coa carboxylase deficiency,HMDB0000292,Xanthine
isolated 3-methylcrotonyl-coa carboxylase deficiency,HMDB0000754,3-Hydroxyisovaleric acid
isovaleric acidemia,HMDB0000207,Oleic acid
isovaleric acidemia,HMDB0000562,Creatinine
isovaleric acidemia,HMDB0000673,Linoleic acid
isovaleric acidemia,HMDB0000678,Isovalerylglycine
isovaleric acidemia,HMDB0000718,Isovaleric acid
isovaleric acidemia,HMDB0001043,Arachidonic acid
isovaleric acidemia,HMDB0001388,alpha-Linolenic acid
isovaleric acidemia,HMDB0001844,Methylsuccinic acid
isovaleric acidemia,HMDB0001976,Docosapentaenoic acid (22n-6)
isovaleric acidemia,HMDB0001999,Eicosapentaenoic acid
isovaleric acidemia,HMDB0002068,Erucic acid
isovaleric acidemia,HMDB0002183,Docosahexaenoic acid
isovaleric acidemia,HMDB0002368,Nervonic acid
isovaleric acidemia,HMDB0002925,Dihomo-gamma-linolenic acid
isovaleric acidemia,HMDB0003073,gamma-Linolenic acid
isovaleric acidemia,HMDB0003229,Palmitoleic acid
isovaleric acidemia,HMDB0003231,Vaccenic acid
isovaleric acidemia,HMDB0005060,Eicosadienoic acid
isovaleric acidemia,HMDB0006528,Docosapentaenoic acid (22n-3)
isovaleric acidemia,HMDB0010378,"5,8,11-Eicosatrienoic acid"
juvenile idiopathic arthritis,HMDB0000039,Butyric acid
juvenile idiopathic arthritis,HMDB0000042,Acetic acid
juvenile idiopathic arthritis,HMDB0000237,Propionic acid
juvenile myoclonic epilepsy (jme),HMDB0000123,Glycine
juvenile myoclonic epilepsy (jme),HMDB0000187,L-Serine
juvenile myoclonic epilepsy (jme),HMDB0000192,L-Cystine
ketosis,HMDB0000060,Acetoacetic acid
ketosis,HMDB0000933,Traumatic acid
ketosis,HMDB0013127,3-Hydroxybutyrylcarnitine
ketotic hypoglycemia,HMDB0000011,3-Hydroxybutyric acid
kidney cancer,HMDB0000086,Glycerophosphocholine
kidney cancer,HMDB0004029,11-Dehydrocorticosterone
kidney cancer,HMDB0011152,LysoPE(P-16:0/0:0)
kidney disease,HMDB0000038,Dihydrobiopterin
kidney disease,HMDB0000087,Dimethylamine
kidney disease,HMDB0000092,Dimethylglycine
kidney disease,HMDB0000098,D-Xylose
kidney disease,HMDB0000108,Ethanol
kidney disease,HMDB0000195,Inosine
kidney disease,HMDB0000209,Phenylacetic acid
kidney disease,HMDB0000452,L-alpha-Aminobutyric acid
kidney disease,HMDB0000479,3-Methylhistidine
kidney disease,HMDB0000870,Histamine
kidney disease,HMDB0000906,Trimethylamine
kidney disease,HMDB0000925,Trimethylamine N-oxide
kidney disease,HMDB0001539,Asymmetric dimethylarginine
kidney disease,HMDB0001563,1-Methylguanosine
kidney disease,HMDB0001659,Acetone
kidney disease,HMDB0002322,Cadaverine
kidney disease,HMDB0003331,1-Methyladenosine
kidney disease,HMDB0003334,Symmetric dimethylarginine
kynureninase deficiency,HMDB0000881,Xanthurenic acid
l-2-hydroxyglutaric aciduria,HMDB0000062,L-Carnitine
l-2-hydroxyglutaric aciduria,HMDB0000182,L-Lysine
l-2-hydroxyglutaric aciduria,HMDB0059655,2-Hydroxyglutarate
late-onset preeclampsia,HMDB0000008,2-Hydroxybutyric acid
late-onset preeclampsia,HMDB0000011,3-Hydroxybutyric acid
late-onset preeclampsia,HMDB0000042,Acetic acid
late-onset preeclampsia,HMDB0000043,Betaine
late-onset preeclampsia,HMDB0000060,Acetoacetic acid
late-onset preeclampsia,HMDB0000062,L-Carnitine
late-onset preeclampsia,HMDB0000064,Creatine
late-onset preeclampsia,HMDB0000087,Dimethylamine
late-onset preeclampsia,HMDB0000094,Citric acid
late-onset preeclampsia,HMDB0000108,Ethanol
late-onset preeclampsia,HMDB0000122,D-Glucose
late-onset preeclampsia,HMDB0000123,Glycine
late-onset preeclampsia,HMDB0000131,Glycerol
late-onset preeclampsia,HMDB0000142,Formic acid
late-onset preeclampsia,HMDB0000158,L-Tyrosine
late-onset preeclampsia,HMDB0000159,L-Phenylalanine
late-onset preeclampsia,HMDB0000161,L-Alanine
late-onset preeclampsia,HMDB0000162,L-Proline
late-onset preeclampsia,HMDB0000167,L-Threonine
late-onset preeclampsia,HMDB0000168,L-Asparagine
late-onset preeclampsia,HMDB0000187,L-Serine
late-onset preeclampsia,HMDB0000190,L-Lactic acid
late-onset preeclampsia,HMDB0000214,Ornithine
late-onset preeclampsia,HMDB0000243,Pyruvic acid
late-onset preeclampsia,HMDB0000517,L-Arginine
late-onset preeclampsia,HMDB0000562,Creatinine
late-onset preeclampsia,HMDB0000641,L-Glutamine
late-onset preeclampsia,HMDB0000687,L-Leucine
late-onset preeclampsia,HMDB0000696,L-Methionine
late-onset preeclampsia,HMDB0000754,3-Hydroxyisovaleric acid
late-onset preeclampsia,HMDB0000883,L-Valine
late-onset preeclampsia,HMDB0000906,Trimethylamine
late-onset preeclampsia,HMDB0001659,Acetone
late-onset preeclampsia,HMDB0001881,Propylene glycol
late-onset preeclampsia,HMDB0003345,alpha-D-Glucose
lathosterolosis,HMDB0000054,Bilirubin
lathosterolosis,HMDB0000067,Cholesterol
lathosterolosis,HMDB0001170,Lathosterol
lchad/trifunctional protein deficiency,HMDB0000933,Traumatic acid
leber optic atrophy and dystonia,HMDB0000190,L-Lactic acid
lecithin:cholesterol acyltransferase deficiency,HMDB0000054,Bilirubin
lecithin:cholesterol acyltransferase deficiency,HMDB0000067,Cholesterol
leigh syndrome,HMDB0000122,D-Glucose
leigh syndrome,HMDB0000190,L-Lactic acid
leigh syndrome,HMDB0000243,Pyruvic acid
leigh syndrome,HMDB0003345,alpha-D-Glucose
"leigh syndrome, french canadian type",HMDB0000190,L-Lactic acid
leigh's syndrome,HMDB0000161,L-Alanine
leigh's syndrome,HMDB0000754,3-Hydroxyisovaleric acid
leptin deficiency or dysfunction,HMDB0000067,Cholesterol
leptin deficiency or dysfunction,HMDB0000122,D-Glucose
leptin deficiency or dysfunction,HMDB0003345,alpha-D-Glucose
lesch-nyhan syndrome,HMDB0000132,Guanine
lesch-nyhan syndrome,HMDB0000157,Hypoxanthine
lesch-nyhan syndrome,HMDB0000289,Uric acid
lesch-nyhan syndrome,HMDB0000292,Xanthine
lesch-nyhan syndrome,HMDB0000296,Uridine
lesch-nyhan syndrome,HMDB0000562,Creatinine
lethal infantile  mitochondrial  disease,HMDB0000190,L-Lactic acid
leukemia,HMDB0000002,"1,3-Diaminopropane"
leukemia,HMDB0000123,Glycine
leukemia,HMDB0000148,L-Glutamic acid
leukemia,HMDB0000158,L-Tyrosine
leukemia,HMDB0000159,L-Phenylalanine
leukemia,HMDB0000161,L-Alanine
leukemia,HMDB0000167,L-Threonine
leukemia,HMDB0000168,L-Asparagine
leukemia,HMDB0000172,L-Isoleucine
leukemia,HMDB0000177,L-Histidine
leukemia,HMDB0000182,L-Lysine
leukemia,HMDB0000187,L-Serine
leukemia,HMDB0000209,Phenylacetic acid
leukemia,HMDB0000214,Ornithine
leukemia,HMDB0000251,Taurine
leukemia,HMDB0000517,L-Arginine
leukemia,HMDB0000641,L-Glutamine
leukemia,HMDB0000687,L-Leucine
leukemia,HMDB0000696,L-Methionine
leukemia,HMDB0000883,L-Valine
leukemia,HMDB0000929,L-Tryptophan
leukemia,HMDB0001257,Spermidine
leukemia,HMDB0001276,N1-Acetylspermidine
leukemia,HMDB0001414,Putrescine
leukemia,HMDB0002064,N-Acetylputrescine
leukemia,HMDB0002189,N8-Acetylspermidine
leukemia,HMDB0002284,N-Acetylcadaverine
leukemia,HMDB0002322,Cadaverine
leukemia,HMDB0003331,1-Methyladenosine
leuprolide acetate-induced hypogonadism,HMDB0000234,Testosterone
leuprolide acetate-induced hypogonadism with testosterone replacment,HMDB0000234,Testosterone
lewy body disease,HMDB0000008,2-Hydroxybutyric acid
lewy body disease,HMDB0000011,3-Hydroxybutyric acid
lewy body disease,HMDB0000034,Adenine
lewy body disease,HMDB0000043,Betaine
lewy body disease,HMDB0000045,Adenosine monophosphate
lewy body disease,HMDB0000050,Adenosine
lewy body disease,HMDB0000056,beta-Alanine
lewy body disease,HMDB0000064,Creatine
lewy body disease,HMDB0000072,cis-Aconitic acid
lewy body disease,HMDB0000089,Cytidine
lewy body disease,HMDB0000094,Citric acid
lewy body disease,HMDB0000095,Cytidine monophosphate
lewy body disease,HMDB0000097,Choline
lewy body disease,HMDB0000112,gamma-Aminobutyric acid
lewy body disease,HMDB0000123,Glycine
lewy body disease,HMDB0000126,Glycerol 3-phosphate
lewy body disease,HMDB0000132,Guanine
lewy body disease,HMDB0000156,Malic acid
lewy body disease,HMDB0000157,Hypoxanthine
lewy body disease,HMDB0000158,L-Tyrosine
lewy body disease,HMDB0000159,L-Phenylalanine
lewy body disease,HMDB0000161,L-Alanine
lewy body disease,HMDB0000162,L-Proline
lewy body disease,HMDB0000167,L-Threonine
lewy body disease,HMDB0000168,L-Asparagine
lewy body disease,HMDB0000172,L-Isoleucine
lewy body disease,HMDB0000177,L-Histidine
lewy body disease,HMDB0000182,L-Lysine
lewy body disease,HMDB0000187,L-Serine
lewy body disease,HMDB0000190,L-Lactic acid
lewy body disease,HMDB0000191,L-Aspartic acid
lewy body disease,HMDB0000214,Ornithine
lewy body disease,HMDB0000243,Pyruvic acid
lewy body disease,HMDB0000271,Sarcosine
lewy body disease,HMDB0000517,L-Arginine
lewy body disease,HMDB0000562,Creatinine
lewy body disease,HMDB0000641,L-Glutamine
lewy body disease,HMDB0000687,L-Leucine
lewy body disease,HMDB0000744,Malate
lewy body disease,HMDB0000883,L-Valine
lewy body disease,HMDB0000904,Citrulline
lewy body disease,HMDB0000929,L-Tryptophan
lewy body disease,HMDB0001257,Spermidine
lewy body disease,HMDB0001401,Glucose 6-phosphate
lewy body disease,HMDB0001414,Putrescine
lewy body disease,HMDB0003339,D-Glutamic acid
lipodystrophy,HMDB0000067,Cholesterol
lipodystrophy,HMDB0000122,D-Glucose
lipodystrophy,HMDB0003345,alpha-D-Glucose
"lipodystrophy, congenital generalized",HMDB0000067,Cholesterol
"lipodystrophy, congenital generalized",HMDB0000122,D-Glucose
"lipodystrophy, congenital generalized",HMDB0000562,Creatinine
"lipodystrophy, congenital generalized",HMDB0003345,alpha-D-Glucose
lipoid adrenal hyperplasia,HMDB0000053,Androstenedione
lipoid adrenal hyperplasia,HMDB0000234,Testosterone
lipoid adrenal hyperplasia,HMDB0000879,Tetrahydrodeoxycorticosterone
lipoid adrenal hyperplasia,HMDB0001032,Dehydroepiandrosterone sulfate
lipoyltransferase 1 deficiency,HMDB0000123,Glycine
lipoyltransferase 1 deficiency,HMDB0000134,Fumaric acid
lipoyltransferase 1 deficiency,HMDB0000148,L-Glutamic acid
lipoyltransferase 1 deficiency,HMDB0000161,L-Alanine
lipoyltransferase 1 deficiency,HMDB0000162,L-Proline
lipoyltransferase 1 deficiency,HMDB0000172,L-Isoleucine
lipoyltransferase 1 deficiency,HMDB0000182,L-Lysine
lipoyltransferase 1 deficiency,HMDB0000190,L-Lactic acid
lipoyltransferase 1 deficiency,HMDB0000208,Oxoglutaric acid
lipoyltransferase 1 deficiency,HMDB0000243,Pyruvic acid
lipoyltransferase 1 deficiency,HMDB0000254,Succinic acid
lipoyltransferase 1 deficiency,HMDB0000641,L-Glutamine
lipoyltransferase 1 deficiency,HMDB0000687,L-Leucine
lipoyltransferase 1 deficiency,HMDB0000883,L-Valine
liver cirrhosis,HMDB0000036,Taurocholic acid
liver cirrhosis,HMDB0000222,Palmitoylcarnitine
liver cirrhosis,HMDB0000467,Nutriacholic acid
liver cirrhosis,HMDB0000631,Deoxycholic acid glycine conjugate
liver cirrhosis,HMDB0000673,Linoleic acid
liver cirrhosis,HMDB0000896,Taurodeoxycholic acid
liver cirrhosis,HMDB0001527,3-Methylthiopropionic acid
liver cirrhosis,HMDB0002815,LysoPC(18:1(9Z)/0:0)
liver cirrhosis,HMDB0003229,Palmitoleic acid
liver cirrhosis,HMDB0004157,Stercobilinogen
liver cirrhosis,HMDB0004160,Urobilin
liver cirrhosis,HMDB0004161,D-Urobilin
liver cirrhosis,HMDB0010382,LysoPC(16:0/0:0)
liver cirrhosis,HMDB0010384,LysoPC(18:0/0:0)
liver dysfunction,HMDB0000076,Dihydrouracil
liver dysfunction,HMDB0000300,Uracil
long-chain 3-hydroxyacyl-coa dehydrogenase deficiency,HMDB0000011,3-Hydroxybutyric acid
"long-chain fatty acids, defect in transport of",HMDB0000062,L-Carnitine
"long-chain fatty acids, defect in transport of",HMDB0000122,D-Glucose
"long-chain fatty acids, defect in transport of",HMDB0000289,Uric acid
"long-chain fatty acids, defect in transport of",HMDB0000562,Creatinine
"long-chain fatty acids, defect in transport of",HMDB0003345,alpha-D-Glucose
lung cancer,HMDB0000020,p-Hydroxyphenylacetic acid
lung cancer,HMDB0000042,Acetic acid
lung cancer,HMDB0000043,Betaine
lung cancer,HMDB0000062,L-Carnitine
lung cancer,HMDB0000064,Creatine
lung cancer,HMDB0000072,cis-Aconitic acid
lung cancer,HMDB0000094,Citric acid
lung cancer,HMDB0000097,Choline
lung cancer,HMDB0000098,D-Xylose
lung cancer,HMDB0000108,Ethanol
lung cancer,HMDB0000115,Glycolic acid
lung cancer,HMDB0000123,Glycine
lung cancer,HMDB0000134,Fumaric acid
lung cancer,HMDB0000142,Formic acid
lung cancer,HMDB0000157,Hypoxanthine
lung cancer,HMDB0000161,L-Alanine
lung cancer,HMDB0000187,L-Serine
lung cancer,HMDB0000207,Oleic acid
lung cancer,HMDB0000251,Taurine
lung cancer,HMDB0000252,Sphingosine
lung cancer,HMDB0000254,Succinic acid
lung cancer,HMDB0000258,Sucrose
lung cancer,HMDB0000448,Adipic acid
lung cancer,HMDB0000640,Levoglucosan
lung cancer,HMDB0000673,Linoleic acid
lung cancer,HMDB0000699,1-Methylnicotinamide
lung cancer,HMDB0000714,Hippuric acid
lung cancer,HMDB0000729,alpha-Hydroxyisobutyric acid
lung cancer,HMDB0000754,3-Hydroxyisovaleric acid
lung cancer,HMDB0000765,Mannitol
lung cancer,HMDB0000875,Trigonelline
lung cancer,HMDB0000883,L-Valine
lung cancer,HMDB0000925,Trimethylamine N-oxide
lung cancer,HMDB0000956,Tartaric acid
lung cancer,HMDB0000958,trans-Aconitic acid
lung cancer,HMDB0001032,Dehydroepiandrosterone sulfate
lung cancer,HMDB0001565,Phosphorylcholine
lung cancer,HMDB0001659,Acetone
lung cancer,HMDB0001881,Propylene glycol
lung cancer,HMDB0003073,gamma-Linolenic acid
lung cancer,HMDB0006270,Linoelaidic acid
lung cancer,HMDB0062561,trizma acetate
lung cancer,HMDB0062583,N-benzoylglycinate
lymphoblastic lymphoma,HMDB0000030,Biotin
lysinuric protein intolerance,HMDB0000182,L-Lysine
lysinuric protein intolerance,HMDB0000214,Ornithine
lysinuric protein intolerance,HMDB0000517,L-Arginine
lysinuric protein intolerance (lpi) syndrome,HMDB0000226,Orotic acid
major trauma,HMDB0000195,Inosine
malaria,HMDB0000070,Pipecolic acid
malaria,HMDB0000715,Kynurenic acid
malaria,HMDB0002825,Theobromine
malignancy,HMDB0000076,Dihydrouracil
malignancy,HMDB0000300,Uracil
malnutrition (type kwashiorkor and marasmus),HMDB0000254,Succinic acid
malnutrition (type kwashiorkor and marasmus),HMDB0000448,Adipic acid
malnutrition (type kwashiorkor and marasmus),HMDB0000555,3-Methyladipic acid
malnutrition (type kwashiorkor and marasmus),HMDB0000661,Glutaric acid
malnutrition (type kwashiorkor and marasmus),HMDB0000857,Pimelic acid
malnutrition (type kwashiorkor and marasmus),HMDB0000893,Suberic acid
malnutrition (type kwashiorkor and marasmus),HMDB0001248,FAD
malnutrition (type kwashiorkor and marasmus),HMDB0001520,Flavin mononucleotide
malnutrition (type kwashiorkor and marasmus),HMDB0001844,Methylsuccinic acid
malonyl-coa decarboxylase deficiency,HMDB0000254,Succinic acid
malonyl-coa decarboxylase deficiency,HMDB0000448,Adipic acid
malonyl-coa decarboxylase deficiency,HMDB0000661,Glutaric acid
malonyl-coa decarboxylase deficiency,HMDB0000691,Malonic acid
malonyl-coa decarboxylase deficiency,HMDB0000893,Suberic acid
mania,HMDB0000197,Indoleacetic acid
maple syrup urine disease,HMDB0000019,alpha-Ketoisovaleric acid
maple syrup urine disease,HMDB0000042,Acetic acid
maple syrup urine disease,HMDB0000043,Betaine
maple syrup urine disease,HMDB0000094,Citric acid
maple syrup urine disease,HMDB0000123,Glycine
maple syrup urine disease,HMDB0000149,Ethanolamine
maple syrup urine disease,HMDB0000172,L-Isoleucine
maple syrup urine disease,HMDB0000177,L-Histidine
maple syrup urine disease,HMDB0000251,Taurine
maple syrup urine disease,HMDB0000317,2-Hydroxy-3-methylpentanoic acid
maple syrup urine disease,HMDB0000407,2-Hydroxy-3-methylbutyric acid
maple syrup urine disease,HMDB0000491,3-Methyl-2-oxovaleric acid
maple syrup urine disease,HMDB0000517,L-Arginine
maple syrup urine disease,HMDB0000557,L-Alloisoleucine
maple syrup urine disease,HMDB0000562,Creatinine
maple syrup urine disease,HMDB0000641,L-Glutamine
maple syrup urine disease,HMDB0000687,L-Leucine
maple syrup urine disease,HMDB0000695,Ketoleucine
maple syrup urine disease,HMDB0000714,Hippuric acid
maple syrup urine disease,HMDB0000746,Hydroxyisocaproic acid
maple syrup urine disease,HMDB0000883,L-Valine
maple syrup urine disease,HMDB0000925,Trimethylamine N-oxide
maple syrup urine disease,HMDB0062583,N-benzoylglycinate
maple syrup urine disease (msud),HMDB0000159,L-Phenylalanine
maple syrup urine disease (msud),HMDB0000172,L-Isoleucine
maple syrup urine disease (msud),HMDB0000317,2-Hydroxy-3-methylpentanoic acid
maple syrup urine disease (msud),HMDB0000491,3-Methyl-2-oxovaleric acid
maple syrup urine disease (msud),HMDB0000557,L-Alloisoleucine
maple syrup urine disease (msud),HMDB0000687,L-Leucine
maple syrup urine disease (msud),HMDB0000746,Hydroxyisocaproic acid
maple syrup urine disease (msud),HMDB0000883,L-Valine
"maple syrup urine disease (msud). when treated, the concentrations are 1-2 um/mm.",HMDB0000019,alpha-Ketoisovaleric acid
mastocytosis,HMDB0002820,Methylimidazoleacetic acid
"maturity onset diabetes of the young, type 2",HMDB0000122,D-Glucose
"maturity onset diabetes of the young, type 2",HMDB0003345,alpha-D-Glucose
medium chain acyl-coa dehydrogenase deficiency,HMDB0000011,3-Hydroxybutyric acid
medium chain acyl-coa dehydrogenase deficiency,HMDB0000448,Adipic acid
medium chain acyl-coa dehydrogenase deficiency,HMDB0000482,Caprylic acid
medium chain acyl-coa dehydrogenase deficiency,HMDB0000486,7-Hydroxyoctanoic acid
medium chain acyl-coa dehydrogenase deficiency,HMDB0000525,5-Hydroxyhexanoic acid
medium chain acyl-coa dehydrogenase deficiency,HMDB0000535,Caproic acid
medium chain acyl-coa dehydrogenase deficiency,HMDB0000623,Dodecanedioic acid
medium chain acyl-coa dehydrogenase deficiency,HMDB0000701,Hexanoylglycine
medium chain acyl-coa dehydrogenase deficiency,HMDB0000791,Octanoylcarnitine
medium chain acyl-coa dehydrogenase deficiency,HMDB0000792,Sebacic acid
medium chain acyl-coa dehydrogenase deficiency,HMDB0000893,Suberic acid
medium chain acyl-coa dehydrogenase deficiency,HMDB0001844,Methylsuccinic acid
medium chain acyl-coa dehydrogenase deficiency,HMDB0061883,Caproate (6:0)
medium chain acyl-coa dehydrogenase deficiency (mcad),HMDB0000011,3-Hydroxybutyric acid
meningitis,HMDB0000011,3-Hydroxybutyric acid
meningitis,HMDB0000034,Adenine
meningitis,HMDB0000060,Acetoacetic acid
meningitis,HMDB0000112,gamma-Aminobutyric acid
meningitis,HMDB0000161,L-Alanine
meningitis,HMDB0000243,Pyruvic acid
meningitis,HMDB0000289,Uric acid
meningitis,HMDB0000294,Urea
meningitis,HMDB0000462,Allantoin
meningomyelocoele,HMDB0000020,p-Hydroxyphenylacetic acid
metabolic acidosis,HMDB0000355,3-Hydroxymethylglutaric acid
"metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration",HMDB0000122,D-Glucose
