Biospecimen,Status,Value,Age,Sex,Condition,Reference,Details,ID
Blood,Detected and Quantified,673.0 +/- 96.0 uM,Adult (>18 years old),Female,Schizophrenia,2480613,details,HMDB0000641
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Oesophageal cancer,22291914,details,HMDB0000641
Blood,Detected and Quantified,542.5 (376.0-709.0) uM,Adult (>18 years old),Both,Carbamoyl Phosphate Synthetase Deficiency,MetaGene: Metabol...,details,HMDB0000641
Blood,Detected and Quantified,900.0 (700.0-1100.0) uM,Children (1-13 years old),Both,Carbamoyl Phosphate Synthetase Deficiency,MetaGene: Metabol...,details,HMDB0000641
Blood,Detected and Quantified,430 uM,Infant (0-1 year old),Male,Fumaric aciduria,20549362,details,HMDB0000641
Blood,Detected and Quantified,347-1054 uM,Newborn (0-30 days old),Male,N-Acetylglutamate synthetase deficiency,7623444,details,HMDB0000641
Blood,Detected and Quantified,442-533 uM,Infant (0-1 year old),Male,N-Acetylglutamate synthetase deficiency,7623444,details,HMDB0000641
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25105552,details,HMDB0000641
Blood,Detected and Quantified,67-1103 uM,Children (1-13 years old),Male,N-acetylglutamate synthetase deficiency,2044610,details,HMDB0000641
Blood,Detected and Quantified,292.9 +/- 77.3  uM,Adult (>18 years old),Female,Pregnancy with fetuses with trisomy 18,23535240,details,HMDB0000641
Blood,Detected and Quantified,250.2 +/- 77.3  uM,Adult (>18 years old),Female,Pregnancy,23535240,details,HMDB0000641
Blood,Detected and Quantified,331.0 (57.2)  uM,Adult (>18 years old),Female,Early preeclampsia,22494326,details,HMDB0000641
Blood,Detected and Quantified,288.2 (82.0)  uM,Adult (>18 years old),Female,Pregnancy,22494326,details,HMDB0000641
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,oesophago-gastric cancer,23896378,details,HMDB0000641
Blood,Detected and Quantified,820 (615-1381) uM,Children (1-13 years old),Male,Lipoyltransferase 1 Deficiency,24341803,details,HMDB0000641
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,colorectal cancer,21773981,details,HMDB0000641
Blood,Detected and Quantified,508-1087 uM,Children (1-13 years old),Both,"Phosphoenolpyruvate Carboxykinase Deficiency 1, Cytosolic",28216384,details,HMDB0000641
Blood,Detected and Quantified,1731 uM,Newborn (0-30 days old),Male,"Phosphoenolpyruvate Carboxykinase Deficiency 1, Cytosolic",26971250,details,HMDB0000641
Blood,Detected and Quantified,588 +/- 102 uM,Children (1-13 years old),Both,Obese,24740590,details,HMDB0000641
Blood,Detected and Quantified,588 +/- 162 uM,Children (1-13 years old),Both,Obese,24740590,details,HMDB0000641
Blood,Detected and Quantified,567 +/- 120 uM,Children (1-13 years old),Both,Obese,24740590,details,HMDB0000641
Blood,Detected and Quantified,606 +/- 123 uM,Children (1-13 years old),Both,Obese,24740590,details,HMDB0000641
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Schizophrenia,22892715,details,HMDB0000641
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Pancreatic cancer,22613268,details,HMDB0000641
Blood,Detected and Quantified,535.3(451.2-627.0) uM,Children (1-13 uears old),Both,Environmental enteric dysfunction,27294788,details,HMDB0000641
Blood,Detected and Quantified,311.3 (55.65)  uM,Adult (>18 years old),Female,Pregnancy with fetus having congenital heart defect,24704061,details,HMDB0000641
Blood,Detected and Quantified,310.98 (52.92)  uM,Adult (>18 years old),Female,Pregnancy,24704061,details,HMDB0000641
Blood,Detected and Quantified,253.1 (131.1)  uM,Adult (>18 years old),Female,Late-onset preeclampsia,23159745,details,HMDB0000641
Blood,Detected and Quantified,218.5 (66.9)  uM,Adult (>18 years old),Female,Pregnancy,23159745,details,HMDB0000641
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Pancreatic ductal adenocarcinoma,20143319,details,HMDB0000641
Blood,Detected and Quantified,572 +/- 116 uM,Adult (>18 years old),Male,Schizophrenia,2415198,details,HMDB0000641
Blood,Detected and Quantified,228.34 +/- 12.00 uM,Elderly (>65 years old),Both,Alzheimer's disease,17031479,details,HMDB0000641
Blood,Detected and Quantified,476.0 (455.0-498.0) uM,Adult (>18 years old),Both,Epilepsy,14992292,details,HMDB0000641
Blood,Detected and Quantified,495.0 (477.0-513.0) uM,Children (1-13 years old),Both,Epilepsy,14992292,details,HMDB0000641
Blood,Detected and Quantified,611.0 (591.0-630.0) uM,Adult (>18 years old),Both,Epilepsy,14992292,details,HMDB0000641
Blood,Detected and Quantified,2-6 uM,Newborn (0-30 days old),Both,"Glutamine deficiency, congenital",16267323,details,HMDB0000641
Blood,Detected and Quantified,509.43 +/- 114.91 uM,Children (1-13 years old),Both,Obese,23108202,details,HMDB0000641
Blood,Detected and Quantified,497.6 +/- 113.7 uM,Children (1-13 years old),Both,Obesity,Metabolomics reve...,details,HMDB0000641
Blood,Detected and Quantified,521.3 +/- 116.3 uM,Children (1-13 years old),Both,Obesity,Metabolomics reve...,details,HMDB0000641
Cerebrospinal Fluid (CSF),Detected and Quantified,1875.3 +/- 285.8 uM,Children (1-13 years old),Not Specified,Leukemia,15911239,details,HMDB0000641
Cerebrospinal Fluid (CSF),Detected and Quantified,1061.0 +/- 230.2 uM,Children (1-13 years old),Not Specified,Leukemia,15911239,details,HMDB0000641
Cerebrospinal Fluid (CSF),Detected and Quantified,723 uM,Children (1-13 years old),Male,Lipoyltransferase 1 Deficiency,24341803,details,HMDB0000641
Cerebrospinal Fluid (CSF),Detected and Quantified,902 uM,Not Specified,Not Specified,propionic acidemia,19809936,details,HMDB0000641
Cerebrospinal Fluid (CSF),Detected and Quantified,1146.6 +/- 10.6 uM,Adult (>18 years old),Both,Alzheimer's disease,17031479,details,HMDB0000641
Cerebrospinal Fluid (CSF),Detected and Quantified,254.0 (152.0-356.0) uM,Adult (>18 years old),Both,Alzheimer's disease,9693263,details,HMDB0000641
Cerebrospinal Fluid (CSF),Detected and Quantified,11-12 uM,Newborn (0-30 days old),Both,"Glutamine deficiency, congenital",16267323,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Both,Ulcerative colitis,27609529,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Not Specified,Crohns disease,27609529,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Not Specified,Ulcerative colitis,27609529,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Not Specified,Unclassified IBD,27609529,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Irritable bowel syndrome,21761941,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative colitis,21761941,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Female,Myalgic encephalomyelitis/chronic fatigue syndrome,Christopher ...,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Irritable Bowel Syndrome,21494186,details,HMDB0000641
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27107423,details,HMDB0000641
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Oral cancer,20300169,details,HMDB0000641
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Female,Breast cancer,20300169,details,HMDB0000641
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,Pancreatic cancer,20300169,details,HMDB0000641
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,Periodontal diseases,20300169,details,HMDB0000641
Saliva,Detected and Quantified,22.30 +/- 10.19 uM,Adult (>18 years old),Male,Alzheimer's disease,23857558,details,HMDB0000641
Saliva,Detected and Quantified,19.49 +/- 3.73 uM,Adult (>18 years old),Male,Frontotemporal lobe dementia,23857558,details,HMDB0000641
Saliva,Detected and Quantified,48.74 +/- 50.79 uM,Adult (>18 years old),Both,Lewy body disease,23857558,details,HMDB0000641
Urine,Detected and Quantified,603 umol/mmol creatinine,Children (1-13 years old),Male,Lipoyltransferase 1 Deficiency,24341803,details,HMDB0000641
Urine,Detected and Quantified,154-512 umol/mmol creatinine,Infant (0-1 year old),Not Specified,Fumaric aciduria,20549362,details,HMDB0000641
Urine,Detected and Quantified,1.17 +/- 0.49 umol/mmol creatinine,Adult (>18 years old),Both,Alzheimer's disease,17031479,details,HMDB0000641
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,oesophago-gastric cancer,23896378,details,HMDB0000641
Urine,Detected and Quantified,31.4 +/- 2.3 umol/mmol creatinine,Adult (>18 years old),Both,3-Hydroxy-3- methylglutaryl-CoA lyase (HL) deficency,19551947,details,HMDB0000641
Urine,Detected and Quantified,37.5 +/- 0.6 umol/mmol creatinine,Adult (>18 years old),Both,Propionic acidemia,19551947,details,HMDB0000641
Urine,Detected and Quantified,52.8 +/- 26.3 umol/mmol creatinine,Adult (>18 years old),Both,Maple syrup urine disease,19551947,details,HMDB0000641
Urine,Detected and Quantified,319.9 +/- 47.1 umol/mmol creatinine,Adult (>18 years old),Both,Aminoaciduria,19551947,details,HMDB0000641
Urine,Detected and Quantified,92.5071 +/- 40.858 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000641
Urine,Detected and Quantified,70.5526 +/- 46.8803 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Gastroesophageal reflux disease,Analysis of 30 no...,details,HMDB0000641
Urine,Detected and Quantified,0-8 umol/mmol creatinine,Newborn (0-30 days old),Both,"Glutamine deficiency, congenital",16267323,details,HMDB0000641
Urine,Detected and Quantified,89.151 +/- 68.262 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000641
Blood,Detected and Quantified,0.5 (0.0-1.0) uM,Adult (>18 years old),Both,Prostate Cancer,19212411,details,HMDB0003466
Blood,Detected and Quantified,86.0 +/- 21.4 uM,Children (1-13 years old),Both,Obesity,Metabolomics reve...,details,HMDB0000177
Blood,Detected and Quantified,90.7 +/- 18.4 uM,Children (1-13 years old),Both,Obesity,Metabolomics reve...,details,HMDB0000177
Blood,Detected and Quantified,46.1 +/- 17.5 uM,Adult (>18 years old),Both,Heart Transplant,21359215,details,HMDB0000177
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25105552,details,HMDB0000177
Blood,Detected and Quantified,84 +/- 11 uM,Adult (>18 years old),Male,Schizophrenia,2415198,details,HMDB0000177
Blood,Detected and Quantified,84 +/- 14 uM,Adult (>18 years old),Female,Schizophrenia,2415198,details,HMDB0000177
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Schizophrenia,2415198,details,HMDB0000177
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,20156336,details,HMDB0000177
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Pancreatic cancer,22613268,details,HMDB0000177
Blood,Detected and Quantified,130 uM,Infant (0-1 year old),Male,Fumaric aciduria,20549362,details,HMDB0000177
Blood,Detected and Quantified,80.88(11.04) uM,Adult (>18 years old),Both,Heart failure with preserved ejection fraction,26010610,details,HMDB0000177
Blood,Detected and Quantified,509.17 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,92.6(75.9-112.4) uM,Children (1-13 uears old),Both,Environmental enteric dysfunction,27294788,details,HMDB0000177
Blood,Detected and Quantified,1108.3 uM,Children (1 - 13 years old),Male,Histidinemia,15168722,details,HMDB0000177
Blood,Detected and Quantified,257.807-483.389 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,386.711 +/- 128.904 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,116.68 +/- 18.15 uM,Elderly (>65 years old),Both,Alzheimer's disease,17031479,details,HMDB0000177
Blood,Detected and Quantified,412.492-1115.0169 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,412.492-837.874 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,470.498-928.107 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,483.389-708.970 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,509.170-999.00357 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,515.615-1063.455 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,580.0666-1173.0236 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,708.970-1501.728 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,72 +/- 19 uM,Children (1 - 13 years old),Male,Histidinuria,1481808,details,HMDB0000177
Blood,Detected and Quantified,741.196-947.442 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,837.874 +/- 290.0333 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,837.874-1630.632 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Blood,Detected and Quantified,863.655-1115.0169 uM,Children (1-13 years old),Both,Histidinemia,14044449,details,HMDB0000177
Blood,Detected and Quantified,67.0 (64.0-70.0) uM,Adult (>18 years old),Both,Dengue fever,11237944,details,HMDB0000177
Blood,Detected and Quantified,80.5 +/- 4.2 uM,Adult (>18 years old),Both,Epilepsy,14992292,details,HMDB0000177
Blood,Detected and Quantified,107.0 +/- 6.5 uM,Adult (>18 years old),Both,Epilepsy,14992292,details,HMDB0000177
Cerebrospinal Fluid (CSF),Detected and Quantified,58.00666 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Cerebrospinal Fluid (CSF),Detected and Quantified,116.0133 uM,Children (1 - 13 years old),Male,Histidinemia,1146783,details,HMDB0000177
Cerebrospinal Fluid (CSF),Detected and Quantified,20-29 uM,Newborn (0-30 days old),Both,Pyridoxamine 5-prime-phosphate oxidase deficiency,17068770,details,HMDB0000177
Cerebrospinal Fluid (CSF),Detected and Quantified,21.4 +/- 6.6 uM,Children (1-13 years old),Not Specified,Leukemia,15911239,details,HMDB0000177
Cerebrospinal Fluid (CSF),Detected and Quantified,10.3 +/- 3.7 uM,Children (1-13 years old),Not Specified,Leukemia,15911239,details,HMDB0000177
Cerebrospinal Fluid (CSF),Detected and Quantified,130.0 uM,Adult (>18 years old),Both,Histidinemia,7729054,details,HMDB0000177
Cerebrospinal Fluid (CSF),Detected and Quantified,14.4 +/- 6.32 uM,Adult (>18 years old),Both,Progressive dementia,17031479,details,HMDB0000177
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000177
Feces,Detected but not Quantified,Not Quantified,Children (1-13 years old),Both,Autism,24130822,details,HMDB0000177
Feces,Detected but not Quantified,Not Quantified,Children (1-13 years old),Both,celiac disease,21970810,details,HMDB0000177
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Both,Crohns disease,27609529,details,HMDB0000177
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Both,Ulcerative colitis,27609529,details,HMDB0000177
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Not Specified,Unclassified IBD,27609529,details,HMDB0000177
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Not Specified,Crohns disease,27609529,details,HMDB0000177
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Not Specified,Ulcerative colitis,27609529,details,HMDB0000177
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000177
